DBID,Name/Model,Era,Year,Technology Base,Chassis,Rules Level (Current),Tonnage,Designer,Battle Value,Cost,Rating
5094,Marauder MAD-9D,Republic,3125,Inner Sphere (Mixed),Biped,Advanced,75,Catalyst Game Labs,1967,16723000,-----
1044,Marauder MAD-9M,Jihad,3068,Inner Sphere,Biped,Tournament Legal,75,Catalyst Game Labs,1704,16084250,3.833333
3937,Marauder MAD-9M2,Jihad,3068,Inner Sphere,Biped,Tournament Legal,75,Catalyst Game Labs,1875,15559250,-----
1045,Marauder MAD-9S,Jihad,3068,Inner Sphere,Biped,Tournament Legal,75,Catalyst Game Labs,1786,13958875,3
4672,Marauder MAD-9W,Jihad,3071,Inner Sphere,Biped,Tournament Legal (Extinct),75,Catalyst Game Labs,1788,17077375,-----
3397,Marauder MAD-9W2,Jihad,3080,Inner Sphere,Biped,Tournament Legal,75,Catalyst Game Labs,1868,16552375,-----
1643,Marauder MAD-A0,Civil War,3067,Inner Sphere,Biped,Tournament Legal,75,cain,1891,8644125,3.75
1484,Marauder MAD-DX2,Late Succession Wars,3025,Inner Sphere,Biped,Introductory,75,#NAME?,1524,6503000,4.9
1452,Marauder MAD-M4D,Clan Invasion,3050,Inner Sphere,Biped,Tournament Legal,75,Erenon,1848,16425500,3.75
3987,Marauder MAD-SD (Douglass),Late Succession Wars,3025,Inner Sphere,Biped,Introductory,75,Catalyst Game Labs,1459,6338500,-----
2022,Marauder MAD-XX1,Clan Invasion,3050,Inner Sphere,Biped,Tournament Legal,75,Shiro Yamada,1985,15585500,3
2023,Marauder MAD-XX2,Clan Invasion,3050,Inner Sphere,Biped,Tournament Legal,75,Shiro Yamada,1760,15802500,2.666667
2025,Marauder MAD-XX3,Clan Invasion,3050,Inner Sphere,Biped,Tournament Legal,75,Shiro Yamada,1692,15076250,3.666667
1899,Marauder V GK-95-3G,Clan Invasion,3060,Clan,Biped,Tournament Legal,95,Faolan,3207,21024900,2.75
2158,Marksman MK4-NV1,Clan Invasion,3050,Inner Sphere,Biped,Tournament Legal,30,Archilochus,601,2694640,4.5
975,Marshal MHL-2L,Civil War,3063,Inner Sphere,Biped,Tournament Legal,55,Catalyst Game Labs,1313,4800298,2.5
4957,Marshal MHL-3MC,Republic,3119,Inner Sphere,Biped,Advanced,55,Catalyst Game Labs,1714,5807798,-----
4183,Marshal MHL-6MC,Jihad,3073,Inner Sphere,Biped,Tournament Legal,55,Catalyst Game Labs,1467,7622978,-----
786,Marshal MHL-X1,Clan Invasion,3059,Inner Sphere,Biped,Tournament Legal,55,Catalyst Game Labs,1163,4498048,3.5
2258,Martel M4T-3D,Civil War,3063,Inner Sphere,Biped,Tournament Legal,70,Archilochus,1481,6690803,4
5026,Marten (Reaper) MTN-10 block3-MB1C,Jihad,3085,Inner Sphere (Mixed),Biped,Tournament Legal,65,jymjim,3045,17614960,-----
5068,Marten MTN-3M-MB1C,Late Succession Wars,3012,Inner Sphere,Biped,Introductory,45,Sleeping Dragon,1112,3848590,-----
2517,Masakari (Warhawk) A,Late Succession Wars,2999,Clan,Biped,Tournament Legal,85,Catalyst Game Labs,2399,25984214,4
2518,Masakari (Warhawk) B,Late Succession Wars,2999,Clan,Biped,Tournament Legal,85,Catalyst Game Labs,2320,25443667,1.583333
2519,Masakari (Warhawk) C,Late Succession Wars,2999,Clan,Biped,Tournament Legal,85,Catalyst Game Labs,2998,25499745,4.222222
2668,Masakari (Warhawk) D,Clan Invasion,3054,Clan,Biped,Tournament Legal,85,Catalyst Game Labs,2474,25653526,3.833333
3170,Masakari (Warhawk) E,Jihad,3069,Clan,Biped,Tournament Legal,85,Catalyst Game Labs,2895,26853135,-----
3870,Masakari (Warhawk) F,Clan Invasion,3054,Clan,Biped,Tournament Legal,85,Catalyst Game Labs,2775,26032198,-----
4416,Masakari (Warhawk) G,Clan Invasion,3061,Clan,Biped,Tournament Legal,85,Snowjeepney,2889,26139729,-----
2609,Masakari (Warhawk) H,Clan Invasion,3059,Clan,Biped,Tournament Legal,85,Catalyst Game Labs,2601,25592823,4
2516,Masakari (Warhawk) PRIME,Late Succession Wars,2999,Clan,Biped,Tournament Legal,85,Catalyst Game Labs,3194,26355948,3.3125
2485,Masakari (Warhawk) [BASE],Late Succession Wars,2999,Clan,Biped,Tournament Legal,85,Catalyst Game Labs,1099,23118448,-----
6155,Masakari II (Grand Warhawk) A,Dark Age,3136,Clan (Mixed),Biped,Advanced,85,Lasonda,2766,28728573,-----
6157,Masakari II (Grand Warhawk) B,Dark Age,3136,Clan (Mixed),Biped,Advanced,85,Lasonda,2138,29121698,-----
6158,Masakari II (Grand Warhawk) C,Dark Age,3136,Clan (Mixed),Biped,Advanced,85,Lasonda,2659,28595604,-----
6241,Masakari II (Grand Warhawk) D,Dark Age,3139,Clan (Mixed),Biped,Advanced,85,Lasonda,3202,37622448,-----
6242,Masakari II (Grand Warhawk) E,Dark Age,3140,Clan (Mixed),Biped,Advanced,85,Lasonda,2870,29631604,-----
6154,Masakari II (Grand Warhawk) PRIME,Dark Age,3136,Clan (Mixed),Biped,Advanced,85,Lasonda,3426,27617417,-----
6153,Masakari II (Grand Warhawk) [BASE],Dark Age,3136,Clan (Mixed),Biped,Advanced,85,Lasonda,1111,24670135,-----
1349,Masakari K,Clan Invasion,3052,Clan,Biped,Tournament Legal,85,ralgith,2668,20813271,2.8
1917,Masakari M,Civil War,3067,Clan,Biped,Tournament Legal,85,Kalo Osis,3189,22922733,2.166667
5356,Mastiff M-3059,Clan Invasion,3061,Inner Sphere,Biped,Tournament Legal,100,IronDogs,2434,10034000,-----
807,Matador,Early Succession Wars,2846,Clan,Biped,Tournament Legal,60,Catalyst Game Labs,2006,5567360,2.833333
4224,Matador 2,Jihad,3069,Clan,Biped,Tournament Legal,60,Catalyst Game Labs,1728,5616960,-----
5906,mataleyendas,Dark Age,3150,Inner Sphere,Biped,Advanced,75,Gray Noton,1321,10897250,-----
5482,Matar MKII,Jihad,3081,Inner Sphere,Biped,Advanced,110,Vagabond,2439,33930400,-----
5486,Matar MKIII,Jihad,3081,Inner Sphere,Biped,Advanced,130,Vagabond,2897,57187200,-----
2077,Mauler,Clan Invasion,3050,Inner Sphere,Biped,Tournament Legal,90,wolf,1973,9579800,2.25
3853,Mauler MAL-1K,Jihad,3069,Inner Sphere,Biped,Tournament Legal,90,Catalyst Game Labs,1622,18965800,-----
441,Mauler MAL-1R,Late Succession Wars,3048,Inner Sphere,Biped,Tournament Legal,90,Catalyst Game Labs,1460,18167800,2.333333
5547,Mauler MAL-2K,Republic,3099,Inner Sphere (Mixed),Biped,Tournament Legal,90,Alisa Wolfstein,2346,9739400,-----
1771,Mauler MAL-2R,Clan Invasion,3055,Inner Sphere,Biped,Tournament Legal,90,Blackhand,1932,9610200,2.5
3854,Mauler MAL-2R,Clan Invasion,3060,Inner Sphere,Biped,Tournament Legal,90,Catalyst Game Labs,1586,8850200,-----
1240,Mauler MAL-3R,Civil War,3062,Inner Sphere,Biped,Tournament Legal,90,Catalyst Game Labs,1877,19114475,2.357143
2294,Mauler MAL-4R,Clan Invasion,3050,Inner Sphere,Biped,Tournament Legal,90,BeforeLifer,2154,8959260,3.5
4700,"Mauler MAL-4X ""Todesbote""",Jihad,3070,Inner Sphere,Biped,Advanced,90,Catalyst Game Labs,1904,18779600,-----
5552,Mauler MAL-5R,Republic,3097,Inner Sphere,Biped,Advanced,90,Alisa Wolfstein,2363,10239100,-----
869,Mauler MAL-C,Clan Invasion,3051,Inner Sphere,Biped,Tournament Legal,90,Catalyst Game Labs,1473,18642800,2.625
2233,Mauler MAL-ZR,Clan Invasion,3055,Inner Sphere,Biped,Tournament Legal,90,Akedia,1993,9241600,3.5
1877,Mauler MAL2-O,Jihad,3068,Inner Sphere,Biped,Tournament Legal,90,bladewind,1796,18811900,3.75
1782,MAV-1 Maverick A,Clan Invasion,3058,Inner Sphere,Biped,Tournament Legal,60,Warhammer: 3025,1480,5909200,2
1783,MAV-1 Maverick B,Clan Invasion,3058,Inner Sphere,Biped,Tournament Legal,60,Warhammer: 3025,1469,5843200,3
1784,MAV-1 Maverick C,Clan Invasion,3058,Inner Sphere,Biped,Tournament Legal,60,Warhammer: 3025,1544,6263680,4
1785,MAV-1 Maverick D,Clan Invasion,3058,Inner Sphere,Biped,Tournament Legal,60,Warhammer: 3025,1409,6275200,3
1786,MAV-1 Maverick Prime,Clan Invasion,3058,Inner Sphere,Biped,Tournament Legal,60,Warhammer: 3025,1580,6086400,3.25
5329,Mayfly (Magfly) (Tree Frog) Prime,Clan Invasion,3050,Clan,Biped,Tournament Legal,30,Muddy Pete,1635,5036720,-----
6472,Mech1,Dark Age,3150,Clan (Mixed),Biped,Tournament Legal,75,matty_zthe,1360,8316000,-----
1469,Mecha Godzilla MGOD-78L,Civil War,3067,Inner Sphere,Biped,Tournament Legal,100,drfunk,2465,28175333,2.5
2582,Men Shen MS1 [BASE],Clan Invasion,3060,Inner Sphere,Biped,Tournament Legal,55,Catalyst Game Labs,868,15514531,-----
5457,Men Shen MS1-1L,Dark Age,3150,Inner Sphere,Biped,Experimental (Extinct),55,correia3,1556,17975156,-----
2583,Men Shen MS1-O,Clan Invasion,3060,Inner Sphere,Biped,Tournament Legal,55,Catalyst Game Labs,1550,16512344,2.8
3659,Men Shen MS1-O (Li),Jihad,3068,Inner Sphere,Biped,Tournament Legal,55,Catalyst Game Labs,1550,16512344,-----
2584,Men Shen MS1-OA,Clan Invasion,3060,Inner Sphere,Biped,Tournament Legal,55,Catalyst Game Labs,1529,16851406,3.1
2585,Men Shen MS1-OB,Clan Invasion,3060,Inner Sphere,Biped,Tournament Legal,55,Catalyst Game Labs,1484,16715781,2.7
2586,Men Shen MS1-OC,Clan Invasion,3060,Inner Sphere,Biped,Tournament Legal,55,Catalyst Game Labs,1435,16613578,2.75
2587,Men Shen MS1-OD,Clan Invasion,3060,Inner Sphere,Biped,Tournament Legal,55,Catalyst Game Labs,1581,16572406,3.8
4184,Men Shen MS1-OE,Jihad,3070,Inner Sphere,Biped,Tournament Legal,55,Catalyst Game Labs,1625,16255625,-----
4185,Men Shen MS1-OF,Jihad,3076,Inner Sphere,Biped,Tournament Legal,55,Catalyst Game Labs,1648,16843656,-----
4958,Men Shen MS1-OG,Dark Age,3134,Inner Sphere,Biped,Advanced,55,Catalyst Game Labs,2267,17839531,-----
4734,Men Shen MS1-OU,Jihad,3077,Inner Sphere,Biped,Tournament Legal,55,Catalyst Game Labs,1725,17502406,-----
6512,Mercury II (BRAVO 332) MCY-101c Reina Andersen,Republic,3130,Clan (Mixed),Biped,Tournament Legal,40,khanwolverine,2010,8458660,-----
3284,Mercury II MCY-100,Early Succession Wars,2823,Inner Sphere,Biped,Tournament Legal,40,Catalyst Game Labs,1376,7924513,-----
6252,Mercury II MCY-101c,Clan Invasion,3061,Clan,Biped,Tournament Legal,40,khanwolverine,1969,8296843,-----
477,Mercury MCY-102,Civil War,3067,Inner Sphere,Biped,Tournament Legal (Extinct),20,Catalyst Game Labs,510,2711740,2.888889
3872,Mercury MCY-104,Jihad,3069,Inner Sphere,Biped,Tournament Legal (Extinct),20,Catalyst Game Labs,683,3659740,-----
2243,Mercury MCY-2O,Clan Invasion,3055,Inner Sphere,Biped,Tournament Legal,20,ralgith,469,2135740,3.5
2244,Mercury MCY-2OA,Clan Invasion,3055,Inner Sphere,Biped,Tournament Legal,20,ralgith,439,1817440,3.5
2245,Mercury MCY-2OB,Clan Invasion,3055,Inner Sphere,Biped,Tournament Legal,20,ralgith,377,1817740,2.5
2246,Mercury MCY-2OC,Clan Invasion,3055,Inner Sphere,Biped,Tournament Legal,20,ralgith,468,1837240,2.5
224,Mercury MCY-97,Late Succession Wars,3049,Inner Sphere,Biped,Tournament Legal,20,Catalyst Game Labs,466,1974940,2.8125
127,Mercury MCY-98,Early Succession Wars,2810,Inner Sphere,Biped,Introductory,20,Catalyst Game Labs,553,1580440,3.447368
225,Mercury MCY-99,Star League,2742,Inner Sphere,Biped,Tournament Legal,20,Catalyst Game Labs,586,1796440,2.9375
6132,Mercury MCY-99(C),Star League,2742,Inner Sphere,Biped,Tournament Legal,20,Smooth Hexagon,586,1796440,-----
5269,Mercury MCY-TMWL,Early Succession Wars,2810,Inner Sphere,Biped,Introductory,20,hughewil,606,1601440,-----
627,Merlin MLN-1A,Late Succession Wars,3010,Inner Sphere,Biped,Introductory,60,Catalyst Game Labs,1217,4911200,4
628,Merlin MLN-1B,Clan Invasion,3053,Inner Sphere,Biped,Introductory,60,Catalyst Game Labs,1228,4906400,3.833333
3648,Merlin MLN-1B (Porter),Civil War,3064,Inner Sphere,Biped,Introductory,60,Catalyst Game Labs,1233,4817600,-----
2879,Merlin MLN-1C,Jihad,3068,Inner Sphere,Biped,Tournament Legal,60,Catalyst Game Labs,1267,5034400,-----
3934,Merlin MLN-SX,Jihad,3075,Inner Sphere,Biped,Experimental (Extinct),60,Catalyst Game Labs,1181,11227200,-----
4775,MetalAnt MTL-AT,Clan Invasion,3054,Inner Sphere,Quad,Tournament Legal,30,Rudel Gurken,882,2790450,-----
6546,Michael LAM MKL1-LAM,Civil War,3067,Inner Sphere,Land-Air (Standard),Advanced (Extinct),55,Orion Starion,1201,8296091,-----
1522,Microsloth BG-1,Clan Invasion,3060,Inner Sphere,Biped,Tournament Legal,20,Erenon,260,1428940,2.8125
1961,Militia 2KK-01,Clan Invasion,3050,Inner Sphere,Biped,Tournament Legal,30,Khayman,1017,2780440,3.666667
1641,Mini Whomp,Clan Invasion,3050,Inner Sphere,Biped,Advanced,35,Motown Scrapper,404,2912018,2.833333
1760,Minihammer MHM-35R,Late Succession Wars,3025,Inner Sphere,Biped,Introductory,50,jymset,1086,3446500,3.5
1762,Minimax MNX-10F,Late Succession Wars,3025,Inner Sphere,Biped,Introductory,40,jymset,1030,2943827,2.666667
1924,Minotaur KHF-00,Clan Invasion,3050,Inner Sphere,Biped,Tournament Legal,85,Khayman,2445,23479213,3.5
1321,Minotaur MTR-A1,Civil War,3067,Inner Sphere,Biped,Tournament Legal,90,Wanallo,2147,8792630,2.875
6224,Minuteman RPB-MTN-01,Late Succession Wars,3049,Inner Sphere,Biped,Tournament Legal,40,Deathloc,1259,8745917,-----
1335,Missionary MS-01,Clan Invasion,3059,Inner Sphere,Biped,Tournament Legal,75,ralgith,1724,19574188,3.5
2167,Mist Fey GZT-MSTF1,Civil War,3067,Inner Sphere,Biped,Tournament Legal,35,Fang,940,7454835,4.5
2169,Mjollnir GZT-MLN-2M,Star League,2750,Inner Sphere,Biped,Tournament Legal,100,Fang,2226,10312000,4
3329,Mjolnir MLR-B2,Jihad,3077,Inner Sphere,Biped,Tournament Legal,25,Catalyst Game Labs,670,2600313,-----
6473,Mjolnir MLR-B4X,Dark Age,3150,Inner Sphere,Biped,Advanced,25,Ruger,692,3932083,-----
4508,Mjolnir MLR-BX,Jihad,3078,Inner Sphere,Biped,Tournament Legal,25,Catalyst Game Labs,612,3758750,-----
2086,Mongol MGL-2A,Star League,2750,Inner Sphere,Biped,Tournament Legal,95,mud,2430,9617400,3.75
6373,Mongoose Gunslinger (332ND) MON-66GXC,Jihad,3085,Clan (Mixed),Biped,Experimental,40,khanwolverine,1855,10267693,-----
4446,Mongoose Gunslinger MON-66GX,Star League,2766,Inner Sphere,Biped,Experimental,25,Catalyst Game Labs,887,5890417,-----
3212,Mongoose II MON-266,Jihad,3073,Inner Sphere,Biped,Tournament Legal (Extinct),40,Catalyst Game Labs,1085,10155227,-----
4458,Mongoose II MON-267,Jihad,3073,Inner Sphere,Biped,Tournament Legal,40,Catalyst Game Labs,1237,9840227,-----
4459,Mongoose II MON-268,Jihad,3076,Inner Sphere,Biped,Tournament Legal,40,Catalyst Game Labs,1215,11093227,-----
255,Mongoose MON-66,Star League,2660,Inner Sphere,Biped,Tournament Legal,25,Catalyst Game Labs,758,2229479,3.9
4365,Mongoose MON-66b,Star League,2740,Inner Sphere,Biped,Tournament Legal,25,Catalyst Game Labs,934,3754479,-----
204,Mongoose MON-67,Early Succession Wars,2830,Inner Sphere,Biped,Introductory,25,Catalyst Game Labs,741,1885729,4.684211
4098,Mongoose MON-68,Late Succession Wars,3039,Inner Sphere,Biped,Introductory,25,Catalyst Game Labs,676,1794583,-----
3874,Mongoose MON-69,Early Succession Wars,2819,Inner Sphere,Biped,Tournament Legal,25,Catalyst Game Labs,737,1979479,-----
3875,Mongoose MON-70,Early Succession Wars,2819,Inner Sphere,Biped,Tournament Legal,25,Catalyst Game Labs,750,1984167,-----
1106,Mongoose MON-76,Jihad,3077,Inner Sphere,Biped,Tournament Legal,25,Catalyst Game Labs,894,3879479,3.083333
4704,Mongoose MON-86,Jihad,3078,Inner Sphere,Biped,Tournament Legal,25,Catalyst Game Labs,887,4214375,-----
5272,Mongoose MON-TMWL,Early Succession Wars,2830,Inner Sphere,Biped,Introductory,25,hughewil,701,1832083,-----
3487,Mongrel MGL-T1,Republic,3092,Clan (Mixed),Biped,Advanced,50,Catalyst Game Labs,1860,10917250,-----
4428,Mongrel MGL-T2,Republic,3108,Clan,Biped,Advanced,50,Catalyst Game Labs,1949,11329750,-----
1716,Monolith MONO-Z2,Clan Invasion,3060,Inner Sphere,Biped,Tournament Legal,100,bladewind,2256,10326500,2.833333
5040,Monster (Artillery BattleMech) MNS-1-MB1C,Star League,2582,Inner Sphere,Biped,Advanced,100,Hotwire,1570,9310000,-----
4760,Monster M-1,Clan Invasion,3056,Inner Sphere,Biped,Tournament Legal,100,Rudel Gurken,1884,9656667,-----
5299,Monster MN-76,Dark Age,3150,Inner Sphere (Mixed),Biped,Advanced,150,Stinger07,3938,56850000,-----
5311,Monster MNT-BD-1,Civil War,3067,Inner Sphere,Biped,Introductory,100,Stinger07,1843,9256000,-----
1857,Monster Monster - 1A1,Late Succession Wars,3025,Inner Sphere,Biped,Introductory,85,Khayman,1922,7465860,4.5
4674,Mordel Battler 1 2016-1,Dark Age,3144,Inner Sphere,Biped,Experimental,35,Vagabond,1054,8103960,-----
4795,Mordel Battler 2016-2,Dark Age,3144,Clan (Mixed),Biped,Experimental,35,Vagabond,1843,11904885,-----
2152,Mordred MRDR-1A,Late Succession Wars,2948,Inner Sphere,Biped,Introductory,25,Rudel Gurken,730,1885417,3.166667
6639,Morgenstern MGT-33L,Clan Invasion,3055,Inner Sphere,Biped,Tournament Legal,60,Karagin,1338,9624960,-----
3138,Morpheus MR-P1,Clan Invasion,3051,Inner Sphere,Biped,Tournament Legal,65,Catalyst Game Labs,1340,16317510,-----
1605,Morpheus MR-P1c,Clan Invasion,3060,Inner Sphere,Biped,Tournament Legal,65,drfunk,1575,16677210,1.8
2933,Morpheus MRP-3S,Civil War,3062,Inner Sphere,Biped,Advanced,65,Catalyst Game Labs,1437,16210755,-----
3229,Morpheus MRP-3T,Civil War,3064,Inner Sphere,Biped,Advanced,65,Catalyst Game Labs,1925,16718460,-----
3303,Morpheus MRP-3W,Civil War,3066,Inner Sphere,Biped,Advanced,65,Catalyst Game Labs,1299,16064730,-----
3352,Morrigan,Jihad,3083,Clan,Biped,Tournament Legal,35,Catalyst Game Labs,1523,6584130,-----
4556,Morrigan 2,Jihad,3084,Clan,Biped,Tournament Legal,35,Catalyst Game Labs,1874,6331680,-----
4557,Morrigan 3,Jihad,3085,Clan (Mixed),Biped,Advanced,35,Catalyst Game Labs,1390,6372180,-----
4895,Morrigan 4,Republic,3111,Clan (Mixed),Biped,Advanced,35,Catalyst Game Labs,2063,6954705,-----
4896,Morrigan 5,Republic,3124,Clan,Biped,Tournament Legal,35,Catalyst Game Labs,1904,6341130,-----
1580,Morrigan prime,Civil War,3066,Clan,Biped,Tournament Legal,60,cain,3310,12741760,3.666667
3524,Mortis MS-1A,Republic,3109,Inner Sphere,Biped,Advanced,75,Catalyst Game Labs,1834,18308500,-----
4523,Mortis MS-1P,Republic,3122,Inner Sphere,Biped,Advanced,75,Catalyst Game Labs,2198,19953500,-----
6180,Mosquito MOS-1L,Late Succession Wars,3049,Inner Sphere,Land-Air (Standard),Advanced (Extinct),30,Deathloc,916,3487120,-----
6652,Mosquito MQT-3X,Late Succession Wars,3015,Inner Sphere,Land-Air (Standard),Advanced (Extinct),20,Ruger,470,2937620,-----
2279,Mosquito MSQ-3T,Late Succession Wars,3025,Inner Sphere,Biped,Introductory,25,master arminas,516,1911250,3
6054,Moth 1,Star League,2780,Inner Sphere,Land-Air (Standard),Advanced (Extinct),15,Deathloc,399,1600742,-----
6058,Munin MN-1B,Star League,2780,Inner Sphere,Land-Air (Standard),Advanced (Extinct),45,Deathloc,1252,6162192,-----
2182,Munin MN-34g,Late Succession Wars,3025,Inner Sphere,Biped,Introductory,30,anotherpawn,816,2538965,3.5
2181,Munin MN-70c,Late Succession Wars,3025,Inner Sphere,Biped,Introductory,30,anotherpawn,823,2867540,4
2180,Munin MN-73r,Late Succession Wars,3025,Inner Sphere,Biped,Introductory,30,anotherpawn,628,2836665,3
6029,Mustang D,Clan Invasion,3061,Clan,Biped,Tournament Legal,25,Firebee,1418,3248958,-----
6061,Mustang S7,Clan Invasion,3061,Clan,Biped,Tournament Legal,25,Firebee,842,3227083,-----
1272,Mördertier MTE-1A,Clan Invasion,3050,Inner Sphere,Biped,Tournament Legal,55,ralgith,1440,5054757,3.2
1698,Mördertier MTE-2A,Clan Invasion,3050,Inner Sphere,Biped,Tournament Legal,55,ralgith,1335,5208207,3.5
2416,Naga A,Late Succession Wars,2945,Clan,Biped,Advanced,80,Catalyst Game Labs,1988,26632312,4.5
2417,Naga B,Late Succession Wars,2945,Clan,Biped,Advanced,80,Catalyst Game Labs,2021,26812312,3
2418,Naga C,Late Succession Wars,2945,Clan,Biped,Advanced,80,Catalyst Game Labs,1805,26477625,2.5
2419,Naga D,Late Succession Wars,2945,Clan,Biped,Advanced,80,Catalyst Game Labs,1860,26587312,2.25
2415,Naga PRIME,Late Succession Wars,2945,Clan,Biped,Advanced,80,Catalyst Game Labs,1840,26322937,2.6
2414,Naga [BASE],Late Succession Wars,2945,Clan,Biped,Tournament Legal,80,Catalyst Game Labs,808,23997000,-----
5568,Naginata (Thunderclap) NG-X-5,Republic,3122,Inner Sphere (Mixed),Biped,Tournament Legal (Extinct),95,Kylo Kruis,3005,12966428,-----
706,Naginata NG-C3A,Clan Invasion,3055,Inner Sphere,Biped,Tournament Legal,95,Catalyst Game Labs,1954,12559170,4.1
4838,Naginata NG-C3Ar,Jihad,3076,Inner Sphere,Biped,Advanced,95,Catalyst Game Labs,1879,15854670,-----
3069,Naginata NG-C3B,Civil War,3063,Inner Sphere,Biped,Tournament Legal,95,Catalyst Game Labs,1943,15515858,-----
3070,Naginata NG-C3C,Civil War,3066,Inner Sphere,Biped,Tournament Legal,95,Catalyst Game Labs,2131,10455120,-----
1950,Naginata NG-X1A,Late Succession Wars,3036,Inner Sphere,Biped,Introductory,95,Sleeping Dragon,1711,8538270,4.25
1720,nat nat-1,Republic,3100,Inner Sphere,Biped,Tournament Legal,20,comstarone,294,3919740,1.375
3537,Neanderthal NTL-AG,Republic,3128,Inner Sphere,Biped,Advanced,80,Catalyst Game Labs,2024,23439840,-----
4355,Neanderthal NTL-UG,Republic,3124,Inner Sphere,Biped,Tournament Legal,80,Catalyst Game Labs,1817,22492140,-----
4767,Necromancer NRM-06C,Clan Invasion,3051,Inner Sphere,Biped,Tournament Legal,75,Rudel Gurken,1741,6480250,-----
2033,Nemesis NMS,Jihad,3068,Inner Sphere,Biped,Tournament Legal,60,Looter,1918,13870080,3.833333
5318,Nerz NRZ-1S,Early Succession Wars,2796,Inner Sphere,Biped,Introductory,40,Sleeping Dragon,863,3732493,-----
2771,Nexus II NXS2-A,Civil War,3066,Inner Sphere,Biped,Tournament Legal (Extinct),25,Catalyst Game Labs,702,4028125,-----
3087,Nexus II NXS2-B,Civil War,3067,Inner Sphere,Biped,Tournament Legal (Extinct),25,Catalyst Game Labs,717,4512500,-----
480,Nexus NXS1-A,Clan Invasion,3054,Inner Sphere,Biped,Tournament Legal,25,Catalyst Game Labs,643,2211458,0.6875
1107,Nexus NXS1-B,Civil War,3062,Inner Sphere,Biped,Tournament Legal (Extinct),25,Catalyst Game Labs,715,3116146,2.142857
6047,Night Elf prime,Republic,3130,Clan (Mixed),Biped,Tournament Legal,55,Stinger,2157,13684640,-----
2409,Night Gyr A,Clan Invasion,3052,Clan,Biped,Tournament Legal,75,Catalyst Game Labs,2680,20515469,4
2410,Night Gyr B,Clan Invasion,3052,Clan,Biped,Tournament Legal,75,Catalyst Game Labs,2140,20189531,1
2411,Night Gyr C,Clan Invasion,3052,Clan,Biped,Tournament Legal,75,Catalyst Game Labs,2468,20202656,1.75
